"No.","Time","Source","Destination","Protocol","Length","Info"
"2002","29.713314","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65269 [ACK] Seq=635109 Ack=14047 Win=64128 Len=1412"
"2003","29.713372","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 1995#3] 65269  >  80 [ACK] Seq=14047 Ack=628049 Win=262400 Len=0 SLE=630873 SRE=636521 SLE=640757 SRE=642169"
"2004","29.714319","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65267 [ACK] Seq=185390 Ack=5294 Win=64128 Len=1412"
"2005","29.714376","192.168.100.139","181.188.188.204","TCP","90","[TCP Dup ACK 1967#2] 65267  >  80 [ACK] Seq=5294 Ack=178330 Win=262400 Len=0 SLE=183978 SRE=186802 SLE=199510 SRE=200922 SLE=192450 SRE=193862 SLE=181154 SRE=182566"
"2006","29.714407","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65267 [ACK] Seq=186802 Ack=5294 Win=64128 Len=1412"
"2007","29.714446","192.168.100.139","181.188.188.204","TCP","90","[TCP Dup ACK 1967#3] 65267  >  80 [ACK] Seq=5294 Ack=178330 Win=262400 Len=0 SLE=183978 SRE=188214 SLE=199510 SRE=200922 SLE=192450 SRE=193862 SLE=181154 SRE=182566"
"2008","29.715943","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1294","80  >  65276 [ACK] Seq=1 Ack=406 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"2009","29.715944","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","1294","80  >  65276 [PSH, ACK] Seq=1221 Ack=406 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"2010","29.716218","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","74","65276  >  80 [ACK] Seq=406 Ack=2441 Win=262400 Len=0"
"2011","29.718042","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","86","80  >  65281 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM=1 WS=256"
"2012","29.718424","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","74","65281  >  80 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"2013","29.719035","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","86","80  >  65282 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM=1 WS=256"
"2014","29.719187","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","74","65282  >  80 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"2015","29.720324","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","HTTP","499","GET /s/dmsans/v14/rP2rp2ywxg089UriCZaSExd86J3t9jz86Mvy4qCRAL19DksVat-JDV30TGc.woff2 HTTP/1.1 "
"2016","29.720602","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","HTTP","485","GET /s/merriweathersans/v26/2-c99IRs1JiJN1FRAMjTN5zd9vgsFHX1QjU.woff2 HTTP/1.1 "
"2017","29.721359","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65268 [ACK] Seq=254368 Ack=3954 Win=64128 Len=1412"
"2018","29.721363","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65268 [ACK] Seq=255780 Ack=3954 Win=64128 Len=1412"
"2019","29.721480","192.168.100.139","181.188.188.204","TCP","74","65268  >  80 [ACK] Seq=3954 Ack=257192 Win=262400 Len=0 SLE=264252 SRE=265664 SLE=261428 SRE=262840"
"2020","29.722475","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65268 [ACK] Seq=257192 Ack=3954 Win=64128 Len=1412"
"2021","29.722476","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65268 [ACK] Seq=258604 Ack=3954 Win=64128 Len=1412"
"2022","29.722575","192.168.100.139","181.188.188.204","TCP","74","65268  >  80 [ACK] Seq=3954 Ack=260016 Win=262400 Len=0 SLE=264252 SRE=265664 SLE=261428 SRE=262840"
"2023","29.722609","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65268 [ACK] Seq=260016 Ack=3954 Win=64128 Len=1412"
"2024","29.722610","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65268 [ACK] Seq=262840 Ack=3954 Win=64128 Len=1412"
"2025","29.722613","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=265664 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2026","29.722712","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=3954 Ack=267076 Win=262400 Len=0"
"2027","29.722748","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=267076 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2028","29.722748","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=268488 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2029","29.722810","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0"
"2030","29.723430","181.188.188.204","192.168.100.139","TCP","1466","[TCP Previous segment not captured] 80  >  65268 [ACK] Seq=272724 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2031","29.723477","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 2029#1] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=272724 SRE=274136"
"2032","29.726353","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=159587 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2033","29.726420","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 1991#2] 65270  >  80 [ACK] Seq=5228 Ack=151115 Win=262400 Len=0 SLE=158175 SRE=160999 SLE=152527 SRE=153939"
"2034","29.726448","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=160999 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2035","29.726482","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 1991#3] 65270  >  80 [ACK] Seq=5228 Ack=151115 Win=262400 Len=0 SLE=158175 SRE=162411 SLE=152527 SRE=153939"
"2036","29.727358","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=162411 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2037","29.727362","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=163823 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2038","29.727430","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 1991#4] 65270  >  80 [ACK] Seq=5228 Ack=151115 Win=262400 Len=0 SLE=158175 SRE=163823 SLE=152527 SRE=153939"
"2039","29.727487","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 1991#5] 65270  >  80 [ACK] Seq=5228 Ack=151115 Win=262400 Len=0 SLE=158175 SRE=165235 SLE=152527 SRE=153939"
"2040","29.727537","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=165235 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2041","29.727621","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 1991#6] 65270  >  80 [ACK] Seq=5228 Ack=151115 Win=262400 Len=0 SLE=158175 SRE=166647 SLE=152527 SRE=153939"
"2042","29.728399","181.188.188.204","192.168.100.139","TCP","1466","[TCP Fast Retransmission] 80  >  65269 [ACK] Seq=628049 Ack=14047 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2043","29.730364","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65269 [ACK] Seq=629461 Ack=14047 Win=64128 Len=1412"
"2044","29.730365","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65269 [ACK] Seq=636521 Ack=14047 Win=64128 Len=1412"
"2045","29.730483","192.168.100.139","181.188.188.204","TCP","66","65269  >  80 [ACK] Seq=14047 Ack=637933 Win=262400 Len=0 SLE=640757 SRE=642169"
"2046","29.731114","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","105","Application Data"
"2047","29.731354","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65269 [ACK] Seq=637933 Ack=14047 Win=64128 Len=1412"
"2048","29.731356","181.188.188.204","192.168.100.139","TCP","1466","[TCP Fast Retransmission] 80  >  65270 [ACK] Seq=151115 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2049","29.731507","192.168.100.139","181.188.188.204","TCP","66","65269  >  80 [ACK] Seq=14047 Ack=639345 Win=262400 Len=0 SLE=640757 SRE=642169"
"2050","29.731540","192.168.100.139","181.188.188.204","TCP","66","65270  >  80 [ACK] Seq=5228 Ack=153939 Win=262400 Len=0 SLE=158175 SRE=166647"
"2051","29.732394","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65267 [ACK] Seq=179742 Ack=5294 Win=64128 Len=1412"
"2052","29.732472","192.168.100.139","181.188.188.204","TCP","90","[TCP Dup ACK 1967#4] 65267  >  80 [ACK] Seq=5294 Ack=178330 Win=262400 Len=0 SLE=179742 SRE=182566 SLE=183978 SRE=188214 SLE=199510 SRE=200922 SLE=192450 SRE=193862"
"2053","29.733660","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65267 [ACK] Seq=182566 Ack=5294 Win=64128 Len=1412"
"2054","29.733732","192.168.100.139","181.188.188.204","TCP","82","[TCP Dup ACK 1967#5] 65267  >  80 [ACK] Seq=5294 Ack=178330 Win=262400 Len=0 SLE=179742 SRE=188214 SLE=199510 SRE=200922 SLE=192450 SRE=193862"
"2055","29.734630","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","74","443  >  65277 [ACK] Seq=5017 Ack=1130 Win=67840 Len=0"
"2056","29.735449","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","620","Application Data"
"2057","29.735549","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","74","65277  >  443 [ACK] Seq=1130 Ack=5563 Win=261376 Len=0"
"2058","29.735579","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","1294","Application Data"
"2059","29.735583","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","1294","Application Data"
"2060","29.735583","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","1294","Application Data"
"2061","29.735674","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","74","65277  >  443 [ACK] Seq=1130 Ack=9223 Win=262400 Len=0"
"2062","29.739365","181.188.188.204","192.168.100.139","TCP","1466","[TCP Previous segment not captured] 80  >  65268 [ACK] Seq=275548 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2063","29.739511","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 2029#2] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=275548 SRE=276960 SLE=272724 SRE=274136"
"2064","29.739558","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","1294","[TCP Previous segment not captured] , Application Data"
"2065","29.739563","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","1294","Application Data"
"2066","29.739564","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=276960 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2067","29.739565","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=278372 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2068","29.739649","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","86","[TCP Dup ACK 2061#1] 65277  >  443 [ACK] Seq=1130 Ack=9223 Win=262400 Len=0 SLE=10443 SRE=11663"
"2069","29.739729","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","86","[TCP Dup ACK 2061#2] 65277  >  443 [ACK] Seq=1130 Ack=9223 Win=262400 Len=0 SLE=10443 SRE=12883"
"2070","29.739822","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 2029#3] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=275548 SRE=278372 SLE=272724 SRE=274136"
"2071","29.739868","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 2029#4] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=275548 SRE=279784 SLE=272724 SRE=274136"
"2072","29.740381","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=279784 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2073","29.740382","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=281196 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2074","29.740451","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 2029#5] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=275548 SRE=281196 SLE=272724 SRE=274136"
"2075","29.740498","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 2029#6] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=275548 SRE=282608 SLE=272724 SRE=274136"
"2076","29.741390","181.188.188.204","192.168.100.139","TCP","1466","[TCP Previous segment not captured] 80  >  65268 [ACK] Seq=284020 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2077","29.741450","192.168.100.139","181.188.188.204","TCP","82","[TCP Dup ACK 2029#7] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=284020 SRE=285432 SLE=275548 SRE=282608 SLE=272724 SRE=274136"
"2078","29.742338","181.188.188.204","192.168.100.139","TCP","1466","[TCP Previous segment not captured] 80  >  65268 [ACK] Seq=289668 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2079","29.742414","192.168.100.139","181.188.188.204","TCP","90","[TCP Dup ACK 2029#8] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=289668 SRE=291080 SLE=284020 SRE=285432 SLE=275548 SRE=282608 SLE=272724 SRE=274136"
"2080","29.743274","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","1294","Application Data"
"2081","29.743276","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","1294","Application Data"
"2082","29.743435","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","86","[TCP Dup ACK 2061#3] 65277  >  443 [ACK] Seq=1130 Ack=9223 Win=262400 Len=0 SLE=10443 SRE=14103"
"2083","29.743474","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","86","[TCP Dup ACK 2061#4] 65277  >  443 [ACK] Seq=1130 Ack=9223 Win=262400 Len=0 SLE=10443 SRE=15323"
"2084","29.745482","181.188.188.204","192.168.100.139","TCP","1466","[TCP Out-Of-Order] 80  >  65270 [ACK] Seq=153939 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2085","29.745594","181.188.188.204","192.168.100.139","TCP","1466","[TCP Out-Of-Order] 80  >  65270 [ACK] Seq=155351 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2086","29.745651","192.168.100.139","181.188.188.204","TCP","66","65270  >  80 [ACK] Seq=5228 Ack=156763 Win=262400 Len=0 SLE=158175 SRE=166647"
"2087","29.746357","181.188.188.204","192.168.100.139","TCP","1466","[TCP Out-Of-Order] 80  >  65270 [ACK] Seq=156763 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2088","29.746358","181.188.188.204","192.168.100.139","TCP","1466","[TCP Previous segment not captured] 80  >  65270 [ACK] Seq=168059 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2089","29.746437","192.168.100.139","181.188.188.204","TCP","66","65270  >  80 [ACK] Seq=5228 Ack=166647 Win=262400 Len=0 SLE=168059 SRE=169471"
"2090","29.747153","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","1294","Application Data"
"2091","29.747206","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","86","[TCP Dup ACK 2061#5] 65277  >  443 [ACK] Seq=1130 Ack=9223 Win=262400 Len=0 SLE=10443 SRE=16543"
"2092","29.749349","181.188.188.204","192.168.100.139","TCP","754","[TCP Previous segment not captured] 80  >  65269 [PSH, ACK] Seq=643581 Ack=14047 Win=64128 Len=700 [TCP segment of a reassembled PDU]"
"2093","29.749433","192.168.100.139","181.188.188.204","TCP","74","[TCP Dup ACK 2049#1] 65269  >  80 [ACK] Seq=14047 Ack=639345 Win=262400 Len=0 SLE=643581 SRE=644281 SLE=640757 SRE=642169"
"2094","29.750428","181.188.188.204","192.168.100.139","TCP","1466","[TCP Out-Of-Order] 80  >  65270 [ACK] Seq=166647 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2095","29.750429","181.188.188.204","192.168.100.139","TCP","1466","[TCP Previous segment not captured] 80  >  65270 [ACK] Seq=170883 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2096","29.750516","192.168.100.139","181.188.188.204","TCP","66","65270  >  80 [ACK] Seq=5228 Ack=169471 Win=262400 Len=0 SLE=170883 SRE=172295"
"2097","29.751096","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","1294","[TCP Previous segment not captured] , Application Data"
"2098","29.751096","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","1294","Application Data"
"2099","29.751176","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","94","[TCP Dup ACK 2061#6] 65277  >  443 [ACK] Seq=1130 Ack=9223 Win=262400 Len=0 SLE=17763 SRE=18983 SLE=10443 SRE=16543"
"2100","29.751206","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","94","[TCP Dup ACK 2061#7] 65277  >  443 [ACK] Seq=1130 Ack=9223 Win=262400 Len=0 SLE=17763 SRE=20203 SLE=10443 SRE=16543"
"2101","29.751394","181.188.188.204","192.168.100.139","TCP","1466","[TCP Fast Retransmission] 80  >  65267 [ACK] Seq=178330 Ack=5294 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2102","29.753363","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65267 [ACK] Seq=188214 Ack=5294 Win=64128 Len=1412"
"2103","29.753471","192.168.100.139","181.188.188.204","TCP","74","65267  >  80 [ACK] Seq=5294 Ack=189626 Win=262400 Len=0 SLE=199510 SRE=200922 SLE=192450 SRE=193862"
"2104","29.755027","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","1294","Application Data"
"2105","29.755028","2800:3f0:4003:c00::5e","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TLSv1.3","314","Application Data, Application Data"
"2106","29.755103","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","94","[TCP Dup ACK 2061#8] 65277  >  443 [ACK] Seq=1130 Ack=9223 Win=262400 Len=0 SLE=17763 SRE=21423 SLE=10443 SRE=16543"
"2107","29.755147","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c00::5e","TCP","94","[TCP Dup ACK 2061#9] 65277  >  443 [ACK] Seq=1130 Ack=9223 Win=262400 Len=0 SLE=17763 SRE=21663 SLE=10443 SRE=16543"
"2108","29.758422","181.188.188.204","192.168.100.139","TCP","1466","[TCP Out-Of-Order] 80  >  65268 [ACK] Seq=271312 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2109","29.758506","192.168.100.139","181.188.188.204","TCP","90","[TCP Dup ACK 2029#9] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=271312 SRE=274136 SLE=289668 SRE=291080 SLE=284020 SRE=285432 SLE=275548 SRE=282608"
"2110","29.759373","181.188.188.204","192.168.100.139","TCP","1466","[TCP Out-Of-Order] 80  >  65268 [ACK] Seq=274136 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2111","29.759375","181.188.188.204","192.168.100.139","TCP","1466","[TCP Previous segment not captured] 80  >  65268 [ACK] Seq=293904 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2112","29.759463","192.168.100.139","181.188.188.204","TCP","82","[TCP Dup ACK 2029#10] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=271312 SRE=282608 SLE=289668 SRE=291080 SLE=284020 SRE=285432"
"2113","29.759505","192.168.100.139","181.188.188.204","TCP","90","[TCP Dup ACK 2029#11] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=293904 SRE=295316 SLE=271312 SRE=282608 SLE=289668 SRE=291080 SLE=284020 SRE=285432"
"2114","29.759558","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=295316 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2115","29.759559","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=296728 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2116","29.759649","192.168.100.139","181.188.188.204","TCP","90","[TCP Dup ACK 2029#12] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=293904 SRE=296728 SLE=271312 SRE=282608 SLE=289668 SRE=291080 SLE=284020 SRE=285432"
"2117","29.759701","192.168.100.139","181.188.188.204","TCP","90","[TCP Dup ACK 2029#13] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=293904 SRE=298140 SLE=271312 SRE=282608 SLE=289668 SRE=291080 SLE=284020 SRE=285432"
"2118","29.760381","181.188.188.204","192.168.100.139","TCP","1466","[TCP Out-Of-Order] 80  >  65268 [ACK] Seq=282608 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2119","29.760486","192.168.100.139","181.188.188.204","TCP","82","[TCP Dup ACK 2029#14] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=271312 SRE=285432 SLE=293904 SRE=298140 SLE=289668 SRE=291080"
"2120","29.761369","181.188.188.204","192.168.100.139","TCP","1466","[TCP Out-Of-Order] 80  >  65268 [ACK] Seq=285432 Ack=3954 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2121","29.761454","192.168.100.139","181.188.188.204","TCP","82","[TCP Dup ACK 2029#15] 65268  >  80 [ACK] Seq=3954 Ack=269900 Win=262400 Len=0 SLE=271312 SRE=286844 SLE=293904 SRE=298140 SLE=289668 SRE=291080"
"2122","29.765425","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=172295 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2123","29.765428","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=173707 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2124","29.765433","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=175119 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2125","29.765434","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=176531 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2126","29.765690","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 2096#1] 65270  >  80 [ACK] Seq=5228 Ack=169471 Win=262400 Len=0 SLE=170883 SRE=173707"
"2127","29.765733","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 2096#2] 65270  >  80 [ACK] Seq=5228 Ack=169471 Win=262400 Len=0 SLE=170883 SRE=175119"
"2128","29.765773","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 2096#3] 65270  >  80 [ACK] Seq=5228 Ack=169471 Win=262400 Len=0 SLE=170883 SRE=176531"
"2129","29.765806","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 2096#4] 65270  >  80 [ACK] Seq=5228 Ack=169471 Win=262400 Len=0 SLE=170883 SRE=177943"
"2130","29.765856","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=177943 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2131","29.765890","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 2096#5] 65270  >  80 [ACK] Seq=5228 Ack=169471 Win=262400 Len=0 SLE=170883 SRE=179355"
"2132","29.767433","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65271 [ACK] Seq=185468 Ack=3511 Win=64128 Len=1412"
"2133","29.768510","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65269 [ACK] Seq=639345 Ack=14047 Win=64128 Len=1412"
"2134","29.769626","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=179355 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2135","29.769630","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=180767 Ack=5228 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"2136","29.769714","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 2096#6] 65270  >  80 [ACK] Seq=5228 Ack=169471 Win=262400 Len=0 SLE=170883 SRE=180767"
"2137","29.769771","192.168.100.139","181.188.188.204","TCP","66","[TCP Dup ACK 2096#7] 65270  >  80 [ACK] Seq=5228 Ack=169471 Win=262400 Len=0 SLE=170883 SRE=182179"
"2138","29.771406","181.188.188.204","192.168.100.139","TCP","1466","[TCP Retransmission] 80  >  65278 [ACK] Seq=87235 Ack=887 Win=64128 Len=1412"
